,Open,High,Low,Close,Volume,ReturnsPct,Volatility,Returns,RSI,Move_avg,Std_dev,BB_up,BB_low
2023-08-25 19:24:00,363.62,363.69,363.61,363.61,102.0,-2.7501237555682678e-05,0.00030175255091640084,-0.009999999999990905,42.307692307699035,363.68775,0.03847333321181658,363.7646966664236,363.61080333357637
2023-08-25 19:23:00,363.7,363.7,363.61,363.655,106.0,0.00012375897252536738,0.0003338784578142403,0.04499999999995907,41.176470588230046,363.684,0.037787494450529424,363.7595749889011,363.608425011099
2023-08-25 19:22:00,363.63,363.63,363.62,363.62,130.0,-9.624506744021488e-05,0.0003446262594579652,-0.03499999999996817,43.75000000000296,363.67825000000005,0.038363736989461036,363.75497747397895,363.60152252602114
2023-08-25 19:21:00,363.65,363.7,363.65,363.66,531.0,0.00011000495022273071,0.00036665025692934113,0.040000000000020464,47.058823529413075,363.67425000000003,0.035661972965568625,363.74557394593114,363.6029260540689
2023-08-25 19:20:00,363.64,363.66,363.63,363.66,115.0,0.0,0.0003447893596436585,0.0,41.30434782609126,363.67075,0.03325638047222393,363.7372627609444,363.6042372390556
2023-08-25 19:19:00,363.62,363.62,363.62,363.62,1.0,-0.00010999285046475737,0.0003621711313821555,-0.040000000000020464,35.18518518518401,363.66524999999996,0.03201459371185748,363.7292791874237,363.60122081257623
2023-08-25 19:18:00,363.64,363.64,363.62,363.62,100.0,0.0,0.0003285470008322975,0.0,38.77551020407785,363.6605,0.031283928949801844,363.7230678578996,363.59793214210043
2023-08-25 19:17:00,363.655,363.655,363.61,363.61,501.0,-2.7501237555682678e-05,0.00030181995013698893,-0.009999999999990905,39.58333333332889,363.6555,0.030945622936986963,363.717391245874,363.593608754126
2023-08-25 19:16:00,363.65,363.67,363.64,363.66,258.0,0.00013750996947292649,0.0003271598061662071,0.05000000000001137,48.214285714287165,363.6535,0.029159272245821443,363.7118185444917,363.59518145550834
2023-08-25 19:15:00,363.7,363.7,363.66,363.66,11.0,0.0,0.0003181640074222924,0.0,58.69565217391896,363.65375,0.029194222572114053,363.7121384451442,363.5953615548558
2023-08-25 19:14:00,363.66,363.66,363.62,363.62,189.0,-0.00010999285046475737,0.0003340647537567718,-0.040000000000020464,51.92307692307524,363.65225,0.030152027077023507,363.71255405415405,363.5919459458459
2023-08-25 19:13:00,363.66,363.73,363.66,363.66,114.0,0.00011000495022273071,0.00035047986392182633,0.040000000000020464,50.980392156872796,363.65025,0.028072978204585153,363.7063959564092,363.59410404359085
2023-08-25 19:12:00,363.73,363.73,363.66,363.72,82.0,0.00016498927569719157,0.00038516844323628326,0.060000000000002274,67.85714285714141,363.65375,0.03211308144684447,363.7179761628937,363.5895238371063
2023-08-25 19:11:00,363.71,363.73,363.66,363.73,151.0,2.7493676454382054e-05,0.00038516823512197785,0.009999999999990905,63.99999999999545,363.65650000000005,0.03613206769340742,363.7287641353869,363.5842358646132
2023-08-25 19:10:00,363.75,363.75,363.66,363.74,70.0,2.749292057302455e-05,0.0003508240337551168,0.009999999999990905,65.3846153846095,363.6585,0.039606618266871146,363.73771323653375,363.57928676346626
2023-08-25 19:09:00,363.74,363.74,363.7,363.7,1761.0,-0.00010996865893231345,0.00037232551228696823,-0.040000000000020464,65.3846153846095,363.6585,0.039606618266871146,363.73771323653375,363.57928676346626
2023-08-25 19:08:00,363.74,363.74,363.74,363.74,25.0,0.00010998075336821067,0.0003683061741127323,0.040000000000020464,69.99999999999622,363.66175,0.043506654058655635,363.7487633081173,363.57473669188266
2023-08-25 19:07:00,363.74,363.74,363.68,363.68,77.0,-0.00016495298839835915,0.0003960241231229053,-0.060000000000002274,59.99999999999675,363.66275,0.04369376084583686,363.75013752169167,363.57536247830836
2023-08-25 19:06:00,363.68,363.68,363.68,363.68,315.0,0.0,0.00038157480399808255,0.0,53.33333333332955,363.66325,0.043838069252654766,363.7509261385053,363.5755738614947
2023-08-25 19:05:00,363.675,363.68,363.67,363.68,14.0,0.0,0.00038157480399808255,0.0,53.33333333332955,363.66625,0.042762348170601774,363.7517746963412,363.58072530365877
2023-08-25 19:04:00,363.67,363.67,363.67,363.67,50.0,-2.7496700395923668e-05,0.0003637468385863124,-0.009999999999990905,59.259259259260034,363.66925000000003,0.040661471483077555,363.7505729429662,363.5879270570339
2023-08-25 19:03:00,363.67,363.67,363.67,363.67,437.0,0.0,0.0003637468385863124,0.0,52.173913043476105,363.66999999999996,0.040522898010495856,363.75104579602095,363.588954203979
2023-08-25 19:02:00,363.64,363.68,363.64,363.68,401.0,2.749745648533697e-05,0.0003619595042143018,0.009999999999990905,38.88888888888363,363.673,0.03881128430604555,363.7506225686121,363.59537743138793
2023-08-25 19:01:00,363.65,363.67,363.61,363.61,2003.0,-0.00019247690277168772,0.00038954853106366855,-0.06999999999999318,25.0,363.6705,0.0412278648745797,363.75295572974915,363.58804427025086
2023-08-25 18:59:00,363.65,363.65,363.65,363.65,26.0,0.00011000797557803033,0.0004074427186360177,0.03999999999996362,33.33333333332632,363.67,0.041422089200035615,363.7528441784001,363.58715582159994
2023-08-25 18:58:00,363.66,363.66,363.61,363.61,103.0,-0.0001099958751545893,0.0004074435789729755,-0.03999999999996362,33.33333333333333,363.6695,0.042112006039170535,363.75372401207835,363.5852759879217
2023-08-25 18:57:00,363.645,363.75,363.645,363.67,508.0,0.00016501196336737856,0.00042687008155917547,0.060000000000002274,37.93103448275592,363.672,0.040470912231543504,363.7529418244631,363.59105817553694
2023-08-25 18:56:00,363.68,363.76,363.66,363.66,29.0,-2.7497456485225946e-05,0.000389838813541672,-0.009999999999990905,45.833333333335304,363.67449999999997,0.037902228791710554,363.7503044575834,363.5986955424165
2023-08-25 18:55:00,363.71,363.74,363.645,363.645,1101.0,-4.1247318924408916e-05,0.0003886262583554353,-0.015000000000043201,43.13725490195423,363.67375000000004,0.03835001543965201,363.75045003087934,363.59704996912075
2023-08-25 18:54:00,363.73,363.73,363.68,363.71,5.0,0.00017874575478837862,0.000433436384382585,0.06499999999999773,54.687499999996675,363.67625000000004,0.039030184001210895,363.75431036800245,363.5981896319976
2023-08-25 18:52:00,363.68,363.71,363.68,363.7,303.0,-2.7494432377372924e-05,0.00041976782636741464,-0.009999999999990905,54.687499999996675,363.68025,0.037009067167941515,363.75426813433586,363.60623186566414
2023-08-25 18:51:00,363.73,363.739,363.73,363.73,84.0,8.248556502610249e-05,0.00041289400785057774,0.03000000000002956,58.57142857142973,363.68375000000003,0.0382813339151714,363.76031266783036,363.6071873321697
2023-08-25 18:50:00,363.71,363.74,363.71,363.71,67.0,-5.49858411460491e-05,0.0003796507846147616,-0.020000000000038654,54.166666666662714,363.68325,0.03784577428971421,363.7589415485794,363.6075584514206
2023-08-25 18:49:00,363.71,363.71,363.71,363.71,2.0,0.0,0.0003796507846147616,0.0,67.24137931033772,363.68224999999995,0.03679512982660036,363.75584025965316,363.60865974034675
2023-08-25 18:48:00,363.74,363.75,363.73,363.73,703.0,5.498886475496789e-05,0.0003827662273244174,0.020000000000038654,64.81481481481715,363.68175,0.03602904530059289,363.7538080906012,363.60969190939886
2023-08-25 18:46:00,363.74,363.74,363.71,363.74,53.0,2.749292057302455e-05,0.00038106860369116675,0.009999999999990905,77.08333333331854,363.68375000000003,0.03814359986334926,363.76003719972675,363.6074628002733
2023-08-25 18:45:00,363.71,363.75,363.66,363.71,1794.0,-8.247649419923508e-05,0.0003927902002066116,-0.03000000000002956,59.52380952379406,363.68225,0.0363634793658132,363.7549769587316,363.6095230412684
2023-08-25 18:44:00,363.71,363.73,363.71,363.725,107.0,4.124164856622592e-05,0.00039378522625996125,0.015000000000043201,65.1162790697527,363.68449999999996,0.037588492080041114,363.75967698416,363.6093230158399
2023-08-25 18:43:00,363.705,363.705,363.67,363.67,457.0,-0.0001512131417966689,0.0003728544783449142,-0.05500000000000682,54.901960784317225,363.68399999999997,0.03771778862760279,363.75943557725515,363.6085644227448
2023-08-25 18:42:00,363.73,363.73,363.7,363.705,714.0,9.624109769834632e-05,0.00036917385469076964,0.03499999999996817,48.88888888889058,363.68525,0.037991515673463726,363.76123303134693,363.60926696865306
2023-08-25 18:41:00,363.73,363.73,363.69,363.69,342.0,-4.124221553181151e-05,0.00035117624401760026,-0.014999999999986358,47.82608695652496,363.68625000000003,0.03783186487617523,363.7619137297524,363.61058627024767
2023-08-25 18:40:00,363.7,363.71,363.69,363.69,223.0,0.0,0.0003120789116125667,0.0,39.99999999999999,363.68725,0.03764358476146298,363.76253716952294,363.61196283047707
2023-08-25 18:39:00,363.7,363.7,363.695,363.7,103.0,2.7495944348254753e-05,0.0003110381670821747,0.009999999999990905,47.36842105263472,363.68825,0.03770644926002252,363.76366289852,363.61283710147995
2023-08-25 18:38:00,363.7,363.7,363.69,363.695,751.0,-1.374759417105409e-05,0.0003076330433573206,-0.0049999999999954525,46.15384615385064,363.6925,0.032907365996856806,363.7583147319937,363.62668526800627
2023-08-25 18:37:00,363.7,363.7,363.7,363.7,2.0,1.3747783169870686e-05,0.00024880834536201394,0.0049999999999954525,41.66666666665878,363.695,0.031372129770297096,363.7577442595406,363.6322557404594
2023-08-25 18:36:00,363.695,363.695,363.695,363.695,1.0,-1.374759417105409e-05,0.00024766628598381373,-0.0049999999999954525,37.14285714285343,363.69925,0.024185413176840143,363.7476208263537,363.65087917364633
2023-08-25 18:35:00,363.7,363.7,363.7,363.7,5.0,1.3747783169870686e-05,0.00023190304744745207,0.0049999999999954525,46.666666666669194,363.70074999999997,0.02318546504777737,363.74712093009555,363.6543790699044
2023-08-25 18:34:00,363.7,363.7,363.7,363.7,1.0,0.0,0.0002257683960964369,0.0,40.74074074072359,363.70275000000004,0.021118400557647448,363.7449868011153,363.66051319888476
2023-08-25 18:33:00,363.69,363.7,363.69,363.7,961.0,0.0,0.0002257683960964369,0.0,68.75,363.7055,0.016214029013472422,363.7379280580269,363.67307194197303
2023-08-25 18:32:00,363.675,363.675,363.67,363.67,11.0,-8.248556502599147e-05,0.00023050383030918294,-0.029999999999972715,26.66666666666667,363.70349999999996,0.017998537952531594,363.73949707590504,363.6675029240949
2023-08-25 18:31:00,363.67,363.69,363.66,363.67,314.0,0.0,0.00022720110460111952,0.0,33.33333333333333,363.702,0.01949358868981302,363.7409871773796,363.6630128226204
2023-08-25 18:30:00,363.66,363.69,363.66,363.69,2.0,5.499491297045189e-05,0.00022361110462892504,0.01999999999998181,50.0,363.7,0.018496087780000108,363.73699217556,363.66300782444
2023-08-25 18:29:00,363.67,363.68,363.67,363.68,81.0,-2.749594434814373e-05,0.00021934526260754999,-0.009999999999990905,37.5,363.6985,0.01885540547951595,363.73621081095905,363.660789189041
2023-08-25 18:28:00,363.6,363.699,363.6,363.68,209.0,0.0,0.0001570117587843631,0.0,39.99999999999999,363.697,0.01908430051961891,363.7351686010392,363.6588313989608
2023-08-25 18:27:00,363.625,363.625,363.625,363.625,1.0,-0.00015123185217780222,0.0001892920964365705,-0.05500000000000682,19.999999999990905,363.69175,0.023467502726470787,363.73868500545296,363.64481499454706
2023-08-25 18:26:00,363.65,363.65,363.6,363.6,102.0,-6.875214850454725e-05,0.00019533320022614462,-0.024999999999977263,17.241379310338075,363.68475,0.028629897880293888,363.7420097957606,363.6274902042394
2023-08-25 18:25:00,363.63,363.65,363.6,363.625,126.0,6.875687568741462e-05,0.00021286935208456354,0.024999999999977263,27.272727272717873,363.6805,0.030903074280780735,363.74230614856157,363.6186938514384
2023-08-25 18:24:00,363.65,363.65,363.64,363.64,22.0,4.125128910281717e-05,0.00021601903233249673,0.014999999999986358,33.3333333333228,363.67625000000004,0.03030003474033505,363.7368500694807,363.6156499305194
2023-08-25 18:23:00,363.65,363.65,363.65,363.65,33.0,2.7499725002710917e-05,0.0002193683845946808,0.009999999999990905,36.84210526314688,363.67525,0.03084234102661767,363.73693468205323,363.6135653179468
2023-08-25 18:22:00,363.65,363.65,363.65,363.65,106.0,0.0,0.00021831975286186608,0.0,43.74999999998445,363.6725,0.030500215702454758,363.73350043140493,363.6114995685951
2023-08-25 18:21:00,363.65,363.65,363.65,363.65,206.0,0.0,0.00021844332693563752,0.0,43.74999999998445,363.6705,0.03060357736228377,363.7317071547246,363.60929284527543
2023-08-25 18:20:00,363.65,363.65,363.61,363.65,269.0,0.0,0.00021739023216673858,0.0,35.71428571427121,363.6685,0.03056916230796521,363.7296383246159,363.6073616753841
2023-08-25 18:19:00,363.65,363.65,363.63,363.63,1028.0,-5.499793757723914e-05,0.00022181808436512793,-0.01999999999998181,33.333333333320695,363.665,0.030779350562535834,363.7265587011251,363.60344129887494
2023-08-25 18:17:00,363.67,363.67,363.645,363.645,3.0,4.125072188765344e-05,0.00022812068635124359,0.014999999999986358,39.39393939392582,363.6625,0.03024026594142833,363.72298053188285,363.6020194681172
2023-08-25 18:16:00,363.64,363.67,363.63,363.67,11877.0,6.874836722636779e-05,0.00022681776026306936,0.025000000000034106,66.6666666666807,363.661,0.029000907426770826,363.7190018148535,363.6029981851465
